timestamp,packet_length,dst_port,src_port,tcp_flag_syn,tcp_flag_fin,tcp_flag_psh,tcp_flag_ack,inter_arrival_time,traffic_type,is_attack
1781260357.1120727,44,53184,55232,0,0,0,1,2.7894973754882812e-05,rest_normal,0
1781260357.1192818,45,51973,55517,0,0,1,1,0.007209062576293945,rest_normal,0
1781260357.1193392,44,55517,51973,0,0,0,1,5.745887756347656e-05,rest_normal,0
1781260357.1194265,45,55517,51973,0,0,1,1,8.726119995117188e-05,rest_normal,0
1781260357.1194608,44,51973,55517,0,0,0,1,3.4332275390625e-05,rest_normal,0
1781260357.1195543,85,51973,55517,0,0,1,1,9.34600830078125e-05,rest_normal,0
1781260357.1195858,44,55517,51973,0,0,0,1,3.147125244140625e-05,rest_normal,0
1781260357.1196804,121,55517,51973,0,0,1,1,9.465217590332031e-05,rest_normal,0
1781260357.1197128,44,51973,55517,0,0,0,1,3.24249267578125e-05,rest_normal,0
1781260357.131298,45,53184,55232,0,0,1,1,0.011585235595703125,rest_normal,0
1781260357.1313517,44,55232,53184,0,0,0,1,5.364418029785156e-05,rest_normal,0
1781260357.1314,45,55232,53184,0,0,1,1,4.839897155761719e-05,rest_normal,0
1781260357.1314363,44,53184,55232,0,0,0,1,3.62396240234375e-05,rest_normal,0
1781260357.1314726,85,53184,55232,0,0,1,1,3.62396240234375e-05,rest_normal,0
1781260357.1315084,44,55232,53184,0,0,0,1,3.5762786865234375e-05,rest_normal,0
1781260357.1315682,121,55232,53184,0,0,1,1,5.984306335449219e-05,rest_normal,0
1781260357.1315966,44,53184,55232,0,0,0,1,2.8371810913085938e-05,rest_normal,0
1781260357.1741412,76,9229,55597,1,0,0,0,0.04254460334777832,rest_normal,0
1781260357.174176,64,55597,9229,0,0,0,1,3.4809112548828125e-05,rest_normal,0
1781260357.2205513,45,51973,55517,0,0,1,1,0.046375274658203125,rest_normal,0
1781260357.2206132,44,55517,51973,0,0,0,1,6.198883056640625e-05,rest_normal,0
1781260357.2206917,45,55517,51973,0,0,1,1,7.843971252441406e-05,rest_normal,0
1781260357.220717,44,51973,55517,0,0,0,1,2.5272369384765625e-05,rest_normal,0
1781260357.220801,85,51973,55517,0,0,1,1,8.416175842285156e-05,rest_normal,0
1781260357.220831,44,55517,51973,0,0,0,1,2.9802322387695312e-05,rest_normal,0
1781260357.220928,121,55517,51973,0,0,1,1,9.703636169433594e-05,rest_normal,0
1781260357.2209463,44,51973,55517,0,0,0,1,1.8358230590820312e-05,rest_normal,0
1781260357.2433536,45,53184,55232,0,0,1,1,0.02240729331970215,rest_normal,0
1781260357.243412,44,55232,53184,0,0,0,1,5.841255187988281e-05,rest_normal,0
1781260357.2434733,45,55232,53184,0,0,1,1,6.127357482910156e-05,rest_normal,0
1781260357.2435086,44,53184,55232,0,0,0,1,3.528594970703125e-05,rest_normal,0
1781260357.243578,85,53184,55232,0,0,1,1,6.937980651855469e-05,rest_normal,0
1781260357.243614,44,55232,53184,0,0,0,1,3.600120544433594e-05,rest_normal,0
1781260357.2438009,121,55232,53184,0,0,1,1,0.000186920166015625,rest_normal,0
1781260357.2438238,44,53184,55232,0,0,0,1,2.288818359375e-05,rest_normal,0
1781260357.3224375,45,51973,55517,0,0,1,1,0.0786137580871582,rest_normal,0
1781260357.32249,44,55517,51973,0,0,0,1,5.245208740234375e-05,rest_normal,0
1781260357.3225656,45,55517,51973,0,0,1,1,7.557868957519531e-05,rest_normal,0
1781260357.322594,44,51973,55517,0,0,0,1,2.8371810913085938e-05,rest_normal,0
1781260357.32264,85,51973,55517,0,0,1,1,4.601478576660156e-05,rest_normal,0
